Kostenstelle,Beschreibung,Profitcenter,Amt,Produkt,Gültig_ab,Gültig_bis
681803,Bezirk 03,168001300,6800,1300,1/1/2006,12/31/9999
681804,Bezirk 04,168001300,6800,1300,1/1/2006,12/31/9999
681805,Bezirk 05,168001300,6800,1300,1/1/2006,12/31/9999
681806,Bezirk 06,168001300,6800,1300,1/1/2006,12/31/9999
681807,Bezirk 07,168001300,6800,1300,1/1/2006,12/31/9999
681808,Bezirk 08,168001300,6800,1300,1/1/2006,12/31/9999
681809,Bezirk 09,168001300,6800,1300,1/1/2006,12/31/9999
681810,Bezirk 10,168001300,6800,1300,1/1/2006,12/31/9999
681811,Bezirk 11,168001300,6800,1300,1/1/2006,12/31/9999
681821,Bezirk 21,168001300,6800,1300,1/1/2006,12/31/9999
681832,Spielplätze,168001300,6800,1300,6/1/2011,12/31/9999
681833,Bezirk 33,168001300,6800,1300,1/1/2006,12/31/9999
681834,Bezirk 34,168001300,6800,1300,1/1/2006,12/31/9999
682800,68-2 Bauabtl. Vergabe,168001300,6800,1300,1/1/2006,12/31/9999
682822,Bezirk 22 Forst,168001300,6800,1300,1/1/2006,12/31/9999
689101,Alter FH Bonn,168001303,6800,1303,1/1/2006,12/31/9999
689102,Nordfriedhof,168001303,6800,1303,1/1/2006,12/31/9999
689103,FH Graurheindorf,168001303,6800,1303,1/1/2006,12/31/9999
689104,FH Buschdorf,168001303,6800,1303,1/1/2006,12/31/9999
689105,FH Dransdorf,168001303,6800,1303,1/1/2006,12/31/9999
689106,FH Lessenich,168001303,6800,1303,1/1/2006,12/31/9999
689107,Neuer FH Duisdorf,168001303,6800,1303,1/1/2006,12/31/9999
689108,Alter FH Duisdorf,168001303,6800,1303,1/1/2006,12/31/9999
689109,FH Endenich,168001303,6800,1303,1/1/2006,12/31/9999
689110,FH Poppelsdorf,168001303,6800,1303,1/1/2006,12/31/9999
689111,Neuer FH Kessenich,168001303,6800,1303,1/1/2006,12/31/9999
689112,Alter FH Kessenich,168001303,6800,1303,1/1/2006,12/31/9999
689113,Alter FH Ippendorf,168001303,6800,1303,1/1/2006,12/31/9999
689114,Neuer FH Ippendorf,168001303,6800,1303,1/1/2006,12/31/9999
689115,Neuer FH Lengsdorf,168001303,6800,1303,1/1/2006,12/31/9999
689116,Alter FH Lengsdorf,168001303,6800,1303,1/1/2006,12/31/9999
689117,FH Kottenforst,168001303,6800,1303,1/1/2006,12/31/9999
689118,FH Röttgen,168001303,6800,1303,1/1/2006,12/31/9999
689119,FH Dottendorf,168001303,6800,1303,1/1/2006,12/31/9999
689120,Südfriedhof,168001303,6800,1303,1/1/2006,12/31/9999
689201,FH Friesdorf,168001303,6800,1303,1/1/2006,12/31/9999
689202,Zentralfriedhof,168001303,6800,1303,1/1/2006,12/31/9999
689203,FH Plittersdorf,168001303,6800,1303,1/1/2006,12/31/9999
689204,Burgfriedhof,168001303,6800,1303,1/1/2006,12/31/9999
689205,FH Rüngsdorf,168001303,6800,1303,1/1/2006,12/31/9999
689206,FH Muffendorf,168001303,6800,1303,1/1/2006,12/31/9999
689207,FH Lannesdorf,168001303,6800,1303,1/1/2006,12/31/9999
689208,FH Mehlem,168001303,6800,1303,1/1/2006,12/31/9999
689209,WaldFH Heiderhof,168001303,6800,1303,1/1/2006,12/31/9999
689301,FH Geislar,168001303,6800,1303,1/1/2006,12/31/9999
689302,FH Vilich-Müldorf,168001303,6800,1303,1/1/2006,12/31/9999
689303,FH Vilich,168001303,6800,1303,1/1/2006,12/31/9999
689304,FH Schwarzrheindorf,168001303,6800,1303,1/1/2006,12/31/9999
689305,FH Beuel,168001303,6800,1303,1/1/2006,12/31/9999
689306,FH Pützchen,168001303,6800,1303,1/1/2006,12/31/9999
689307,FH Holzlar,168001303,6800,1303,1/1/2006,12/31/9999
689308,FH Küdinghoven,168001303,6800,1303,1/1/2006,12/31/9999
689309,FH Niederholtorf,168001303,6800,1303,1/1/2006,12/31/9999
689310,FH Om Berg (Hoholz),168001303,6800,1303,1/1/2006,12/31/9999
689311,FH Oberkassel,168001303,6800,1303,1/1/2006,12/31/9999
689902,FH Bezirk 02,168001303,6800,1303,1/1/2006,12/31/9999
689903,FH Bezirk 03,168001303,6800,1303,1/1/2006,12/31/9999
689904,FH Bezirk 04,168001303,6800,1303,1/1/2006,12/31/9999
689905,FH Bezirk 05,168001303,6800,1303,1/1/2006,12/31/9999
689906,FH Bezirk 06,168001303,6800,1303,1/1/2006,12/31/9999
689907,FH Bezirk 07,168001303,6800,1303,1/1/2006,12/31/9999
689909,FH Bezirk 09,168001303,6800,1303,1/1/2006,12/31/9999
689910,FH Bezirk 10,168001303,6800,1303,1/1/2006,12/31/9999
689921,FH Bezirk 21,168001303,6800,1303,1/1/2006,12/31/9999
689951,Sammler Kfz/Geräte,168001303,6800,1303,1/1/2006,12/31/9999
689952,Sammler Verwaltung,168001303,6800,1303,1/1/2006,12/31/9999
689953,Sammler Gebäude,168001303,6800,1303,1/1/2006,12/31/9999
689954,Sammler Grundstücke,168001303,6800,1303,1/1/2006,12/31/9999
689955,HilfsKst Grundst. FH,168001303,6800,1303,1/1/2006,12/31/9999
900070,Dacapo  (BgA),190001507,9000,1507,9/1/2010,12/31/9999
900800,Dezernat OB,102000103,0200,0103,1/1/2016,12/31/9999
900807,Beethoven 2020,190000414,9000,0414,1/1/2015,12/31/9999
900810,Stabsstelle Arbeitssicherheit,190000113,9000,0113,1/1/2013,12/31/9999
900870,Beethovenhalle,190001507,9000,1507,9/1/2010,12/31/9999
900875,Stabsstelle Konferenzzentrum,190001507,9000,1507,7/1/2010,12/31/9999
900880,Koordination Integration A,190000104,9000,0104,8/1/2008,12/31/9999
900881,Geschäftsführung Integrationsrat,190000104,9000,0104,11/1/2008,12/31/9999
900882,Kommunales Integrationszentrum (KI),190000104,9000,0104,8/1/2013,12/31/9999
900883,Programm gegen politischen Salafismus,190000104,9000,0104,4/1/2014,12/31/9999
900884,Koordination Integration B,190000104,9000,0104,1/1/2016,12/31/9999
900885,BN_FLUE Stabsstelle Integration,190000104,9000,0104,1/1/2016,12/31/9999
900889,Sammler Freistellungen Stabsst. Integr.,190000104,9000,0104,1/1/2012,12/31/9999
901800,Dezernat I,102000103,0200,0103,1/1/2016,12/31/9999
901801,Verwaltungssekretariat Dezernat I,102000103,0200,0103,1/1/2016,12/31/9999
902800,Dezernat II,102000103,0200,0103,1/1/2016,12/31/9999
902801,Dezernat II/Kämmerei,102000103,0200,0103,1/1/2016,12/31/9999
903800,Dezernat III,102000103,0200,0103,1/1/2016,12/31/9999
903801,Koordinierungsstelle 70,102000103,0200,0103,5/1/2016,12/31/9999
903802,Dezernat III / Koordinierungsstelle 70,102000103,0200,0103,5/1/2016,12/31/9999
904800,Dezernat IV,102000103,0200,0103,1/1/2016,12/31/9999
904802,Stabsstelle Wissenschaftsstadt,190400413,9040,0413,1/1/2014,12/31/9999
904840,Wissenschaft,190400412,9040,0412,1/1/2008,12/31/9999
905800,Dezernat V,102000103,0200,0103,1/1/2016,12/31/9999
905801,Koordination Flüchtlinge,102000103,0200,0103,4/1/2016,12/31/9999
906800,Dezernat VI,102000103,0200,0103,1/1/2016,12/31/9999
906820,Koordination,190600903,9060,0903,1/1/2007,12/31/9999
910800,Amtsleiter,101000102,0100,0102,10/1/2013,12/31/9999
910801,Mitarbeiter 1,101000102,0100,0102,1/1/2008,12/31/9999
910803,Mitarbeiter 3,101000102,0100,0102,1/1/2008,12/31/9999
910805,Mitarbeiter 5,101000102,0100,0102,1/1/2008,12/31/9999
910807,Mitarbeiter 7,101000102,0100,0102,1/1/2008,12/31/9999
910810,Mitarbeiter 10,101000102,0100,0102,1/1/2008,12/31/9999
910811,Mitarbeiter 11,101000102,0100,0102,1/1/2008,12/31/9999
910813,Mitarbeiter 13,101000102,0100,0102,1/1/2008,12/31/9999
910814,Mitarbeiter 14,101000102,0100,0102,1/1/2008,12/31/9999
910816,Mitarbeiter 16,101000102,0100,0102,1/1/2008,12/31/9999
910817,Mitarbeiter 17,101000102,0100,0102,1/1/2008,12/31/9999
910818,Mitarbeiter 18,101000102,0100,0102,6/1/2009,12/31/9999
910888,Sammler Freistellungen,101000102,0100,0102,1/1/2010,12/31/9999
920800,Amtsleiter und Vorzimmer,102000103,0200,0103,1/1/2016,12/31/9999
920801,Ratsbüro,102000103,0200,0103,1/1/2016,12/31/9999
920802,Zentr. Controlling/Verwaltungssteuerung,102000103,0200,0103,4/1/2016,12/31/9999
920803,Zentrale Dienste 01-3,102000103,0200,0103,1/1/2016,12/31/9999
920804,Bürgerbeteiligung,102000103,0200,0103,1/1/2016,12/31/9999
920805,Repräsentation/Bürgermeister,102000103,0200,0103,12/1/2015,12/31/9999
920806,Bürgerbüro,102000103,0200,0103,12/1/2015,12/31/9999
920807,Geschäftsstelle Ombudsperson,102000103,0200,0103,12/1/2015,12/31/9999
920811,Fraktionsmitarbeiter CDU,102000118,0200,0118,1/1/2016,12/31/9999
920812,Fraktionsmitarbeiter SPD,102000118,0200,0118,1/1/2016,12/31/9999
920813,Fraktionsmitarbeiter FDP,102000118,0200,0118,1/1/2016,12/31/9999
920814,Bündnis 90/Die Grünen,102000118,0200,0118,1/1/2016,12/31/9999
920815,Bürger Bund Bonn,102000118,0200,0118,1/1/2016,12/31/9999
920816,Die Linke,102000118,0200,0118,1/1/2016,12/31/9999
920817,Bündnis für Innovation und Gerechtigkeit,102000118,0200,0118,1/1/2016,12/31/9999
920818,Pro NRW,102000118,0200,0118,1/1/2016,12/31/9999
920819,Allianz für Bonn,102000118,0200,0118,1/1/2016,12/31/9999
920820,Piraten Partei Bonn,102000118,0200,0118,1/1/2016,12/31/9999
920888,Sammler Freistellungen,102000103,0200,0103,1/1/2016,12/31/9999
920910,Ratszustellung,102000118,0200,0118,1/1/2016,12/31/9999
921800,Abteilungsleitung 01-1,102000103,0200,0103,4/1/2016,12/31/9999
922800,Abteilungsleitung 01-2,102000103,0200,0103,4/1/2016,12/31/9999
930800,Amtsleitung und Vorzimmer,103001500,0300,1500,1/1/2006,12/31/9999
930888,Sammler Freistellungen,103001500,0300,1500,1/1/2006,12/31/9999
931800,MAKst 1 TE 1,103001501,0300,1501,1/1/2006,12/31/9999
931801,MAKst 2 TE 1,103001501,0300,1501,1/1/2006,12/31/9999
931802,MAKst 3 TE 1,103001501,0300,1501,1/1/2015,12/31/9999
931803,Fachkräftemarkt,103001501,0300,1501,7/1/2012,12/31/9999
931804,Frau und Beruf 1,103001501,0300,1501,7/1/2012,12/31/9999
931806,Service Center Wirtschaft 1,103001501,0300,1501,1/1/2015,12/31/9999
931807,Regionales Wirtschaftsmarketing,103001501,0300,1501,1/1/2015,12/31/9999
931808,Wirtschaftsförderung GeWi,103001501,0300,1501,1/1/2015,12/31/9999
931809,Service Center Wirtschaft 2,103001501,0300,1501,1/1/2015,12/31/9999
932800,MAKst 1 TE 2,103001502,0300,1502,1/1/2006,12/31/9999
932801,MAKst 2 TE 2,103001502,0300,1502,1/1/2006,12/31/9999
932803,MAKst 3 TE 2,103001502,0300,1502,1/1/2006,12/31/9999
932804,MAKst 4 TE 2,103001502,0300,1502,1/1/2006,12/31/9999
932805,Aushilfen Bonn-Information,103001502,0300,1502,1/1/2009,12/31/9999
940800,Mitarbeiterkostenstelle,104000105,0400,0105,1/1/2008,12/31/9999
9901001020,BKST Internationales/glob.Nachhaltigkeit,101000102,0100,0102,1/1/2016,12/31/9999
9902001030,BKST Amt des Oberbürgermeisters,102000103,0200,0103,1/1/2016,12/31/9999
9902001180,BKST Politische Gremien,102000118,0200,0118,1/1/2016,12/31/9999
9903015000,BKST Amt f. Wirtschaftsförderung TÜ,103001500,0300,1500,1/1/2006,12/31/9999
9903015010,BKST Wirtschaftsförderung,103001501,0300,1501,1/1/2006,12/31/9999
9903015020,BKST Tourismus,103001502,0300,1502,1/1/2006,12/31/9999
9904001050,BKST Gleichstellungsbeauftragte,104000105,0400,0105,1/1/2008,12/31/9999
9910001000,BKST Amt für Organisation und IT TÜ,110000100,1000,0100,3/1/2011,12/31/9999
9910001090,BKST Zentrale Dienste,110000109,1000,0109,1/1/2008,12/31/9999
9910001190,BKST Referat Stadtförderung,110000119,1000,0119,4/1/2016,12/31/9999
9910001230,BKST Mobilitätsmanagement,110000123,1000,0123,7/1/2012,12/31/9999
9910001240,BKST IT-Anw./elektr. Verwaltungsdienste,110000124,1000,0124,1/1/2011,12/31/9999
9910201260,BKST IT-Betrieb,110200126,1020,0126,3/1/2011,12/31/9999
9910601300,BKST Bezirksverwaltungsstelle Bonn,110660130,1066,0130,1/1/2008,12/31/9999
9910701310,BKST Bezirksverwaltungsst. Bad Godesberg,110770131,1077,0131,1/1/2008,12/31/9999
9910801320,BKST Bezirksverwaltungsstelle Beuel,110880132,1088,0132,1/1/2008,12/31/9999
9910901330,BKST Bezirksverwaltungsstelle Hardtberg,110990133,1099,0133,1/1/2008,12/31/9999
9911001150,BKST Beschäftigtenvertretung,111000115,1100,0115,1/1/2011,12/31/9999
9911001160,BKST Personalmanagement,111000116,1100,0116,1/1/2011,12/31/9999
9913001140,BKST Presseamt,113000114,1300,0114,1/1/2006,12/31/9999
9914001070,BKST Rechnungsprüfungsamt,114000107,1400,0107,1/1/2008,12/31/9999
9920001200,BKST Stadtkämmerei,120000120,2000,0120,1/1/2005,12/31/9999
9921001000,BKST Kassen-/Steueramt TÜ,121000100,2100,0100,1/1/2005,12/31/9999
9921001210,BKST Finanzbuchhaltung,121000121,2100,0121,1/1/2005,12/31/9999
9921001220,BKST Steuern & Geb.,121000122,2100,0122,1/1/2005,12/31/9999
9923001280,BKST Liegenschaftsmanagement,123000128,2300,0128,2/1/2016,12/31/9999
9925001080,BKST Referat Vergabedienste,125000108,2500,0108,9/1/2013,12/31/9999
9930000000,"BKST Recht,Versicher.&Lastenausgleich TÜ",130000000,3000,0000,1/1/2006,12/31/9999
9930001270,BKST Recht,130000127,3000,0127,1/1/2006,12/31/9999
9930005120,BKST Sozialversicherungsangelegenheiten,130000512,3000,0512,1/1/2006,12/31/9999
9933002000,BKST Bürgerdienste TÜ,133000200,3300,0200,1/1/2006,12/31/9999
9933002010,BKST Allgemeine Sicherheit und Ordnung,133000201,3300,0201,1/1/2006,12/31/9999
9933002020,BKST Gewerbewesen,133000202,3300,0202,1/1/2006,12/31/9999
9933002030,BKST Märkte,133000203,3300,0203,1/1/2006,12/31/9999
9933002040,BKST Verkehrsangelegenheiten,133000204,3300,0204,1/1/2006,12/31/9999
9933002050,BKST Einwohnerangelegenheiten,133000205,3300,0205,1/1/2006,12/31/9999
9933002060,BKST Personenstandswesen,133000206,3300,0206,1/1/2006,12/31/9999
9933002070,BKST Wahlen,133000207,3300,0207,1/1/2006,12/31/9999
9937002000,BKST Feuer- und Katastrophenschutz TÜ,137000200,3700,0200,1/1/2006,12/31/9999
9937002010,BKST Brandschutz,137000219,3700,0219,1/1/2006,12/31/9999
9937002020,BKST Bevölkerungsschutz,137000220,3700,0220,1/1/2006,12/31/9999
9937002030,BKST Rettungsdienst,137000221,3700,0221,1/1/2006,12/31/9999
9940003000,BKST Schulamt TÜ,140000300,4000,0300,1/1/2006,12/31/9999
9940003100,BKST Sonstige schulische Aufgaben,140000310,4000,0310,1/1/2006,12/31/9999
9940203080,BKST Schülerbeförderung,140000308,4000,0308,1/1/2006,12/31/9999
9940203090,BKST Fördermaßnahmen für Schüler,140000309,4000,0309,1/1/2006,12/31/9999
9940903010,BKST Grundschulen,140000301,4000,0301,1/1/2006,12/31/9999
9940903020,BKST Hauptschulen,140000302,4000,0302,1/1/2006,12/31/9999
9940903030,BKST Realschulen,140000303,4000,0303,1/1/2006,12/31/9999
9940903040,BKST Gymnasium,140000304,4000,0304,1/1/2006,12/31/9999
9940903050,BKST Gesamtschulen,140000305,4000,0305,1/1/2006,12/31/9999
9940903060,BKST Förderschulen,140000306,4000,0306,1/1/2006,12/31/9999
9940903070,BKST Berufskollegs,140000307,4000,0307,1/1/2006,12/31/9999
9941004000,BKST Kultur TÜ,141000400,4100,0400,1/1/2008,12/31/9999
9941004010,BKST Kulturelle Projekte,141000401,4100,0401,1/1/2008,12/31/9999
9941004020,BKST Kulturförderung,141000402,4100,0402,1/1/2008,12/31/9999
9941004030,BKST Beethovenpflege,141000403,4100,0403,1/1/2011,12/31/9999
9941204100,BKST Beethoven Orchester,141200410,4120,0410,1/1/2008,12/31/9999
9941304090,BKST LZ Kunstmuseum,141300409,4130,0409,1/1/2008,12/31/9999
9941404070,BKST Stadtarchiv u.stadthist. Bibliothek,141400407,4140,0407,1/1/2008,12/31/9999
9941504080,BKST Stadtmuseum,141500408,4150,0408,1/1/2008,12/31/9999
9941604060,BKST LZ Stadtbibliothek,141600406,4160,0406,1/1/2006,12/31/9999
9941704050,BKST Musikschule,141700405,4170,0405,1/1/2008,12/31/9999
9941804040,BKST Volkshochschule,141800404,4180,0404,1/1/2005,12/31/9999
9950000000,BKST Soziales und Wohnen TÜ,150000000,5000,0000,1/1/2008,12/31/9999
9950005010,BKST Grundsich.-l. SGB II,150000501,5000,0501,1/1/2008,12/31/9999
9950005020,BKST Leist. n. SGB XII,150000502,5000,0502,1/1/2008,12/31/9999
9950005030,BKST Leist. AsylbLG,150000503,5000,0503,1/1/2008,12/31/9999
9950005040,BKST Soziale Einrichtungen,150000504,5000,0504,1/1/2008,12/31/9999
9950005050,BKST Leistungen nach dem BVG,150000505,5000,0505,1/1/2008,12/31/9999
9950005060,BKST Förd. Wohlfahrt,150000506,5000,0506,1/1/2008,12/31/9999
9950005070,BKST Unterhaltsvorschussleistungen,150000507,5000,0507,1/1/2008,12/31/9999
9950005080,BKST Betreuungsleistungen,150000508,5000,0508,1/1/2008,12/31/9999
9950005100,BKST Sonst. soz. Hilfen,150000510,5000,0510,1/1/2008,12/31/9999
9950005110,BKST Schwerbehindertenrecht,150000511,5000,0511,1/1/2008,12/31/9999
9950010050,"BKST Wohnr.sich.,-vers./Wohn.losigkeit",150001005,5000,1005,1/1/2008,12/31/9999
9951006000,"BKST Kinder-,Jugend- u. Familienhilfe TÜ",151000600,5100,0600,1/1/2005,12/31/9999
9951006010,BKST Förd.v.Kindern i.Tageseinr.u.Tagpfl,151000601,5100,0601,1/1/2005,12/31/9999
9951006020,BKST Tageseinrichtungen für Kinder,151000602,5100,0602,1/1/2005,12/31/9999
9951006030,BKST Jugendarbeit,151000603,5100,0603,1/1/2005,12/31/9999
9951006040,BKST Einrichtungen der Jugendarbeit,151000604,5100,0604,1/1/2005,12/31/9999
9951006050,BKST Sonst.Leist.z.Förd.jun.Mensch.u.Fam,151000605,5100,0605,1/1/2005,12/31/9999
9951006060,BKST Sonst. Einr.f. junge Menschen u.Fam,151000606,5100,0606,1/1/2005,12/31/9999
9951006080,BKST Bundeselterngeld,151000608,5100,0608,1/1/2008,12/31/9999
9952008000,BKST Sport- und Bäderamt TÜ,152000800,5200,0800,1/1/2006,12/31/9999
9952008010,BKST Sportanlagen,152000801,5200,0801,1/1/2006,12/31/9999
9952008020,BKST Sportförderung,152000802,5200,0802,1/1/2006,12/31/9999
9952008030,BKST Bäder,152000803,5200,0803,1/1/2006,12/31/9999
9953007000,BKST Gesundheitsdienste TÜ,153000700,5300,0700,1/1/2005,12/31/9999
9953007010,BKST Gesundheitsförderung,153000701,5300,0701,1/1/2005,12/31/9999
9953007020,BKST Gutachten und Stellungnahmen,153000702,5300,0702,1/1/2005,12/31/9999
9953007030,BKST Gesundheitshilfe,153000703,5300,0703,1/1/2005,12/31/9999
9953007040,BKST Gesundheitsschutz,153000704,5300,0704,1/1/2005,12/31/9999
9956000000,"BKST Umwelt, Verbr.schutz,lok. Agenda TÜ",156000000,5600,0000,1/1/2006,12/31/9999
9956002010,BKST Lebensmittelüberw.u.Veterinärdienst,156000208,5600,0208,1/1/2010,12/31/9999
9956013020,BKST Natur und Landschaft,156001307,5600,1307,1/1/2006,12/31/9999
9956014020,BKST Immissionsschutz,156001402,5600,1402,1/1/2008,12/31/9999
9956014030,BKST Umweltschutz,156001401,5600,1401,1/1/2006,12/31/9999
9961000000,BKST Stadtplanungsamt TÜ,161000000,6100,0000,1/1/2008,12/31/9999
9961002150,BKST Statistik,161000215,6100,0215,1/1/2008,12/31/9999
9961009010,BKST Räuml. Planung,161000901,6100,0901,1/1/2008,12/31/9999
9961009020,BKST Städtebauliche Entwicklungsmaßn.,161000902,6100,0902,1/1/2008,12/31/9999
9961010030,BKST Denkmalschutz und  -pflege,161001003,6100,1003,1/1/2008,12/31/9999
9961012070,BKST Verkehrliche Planung,161001207,6100,1207,1/1/2008,12/31/9999
9962009000,BKST Kataster- und Vermessungsamt TÜ,162000900,6200,0900,1/1/2008,12/31/9999
9962009060,BKST Ortsbaurecht,162000906,6200,0906,1/1/2008,12/31/9999
9962009070,"BKST Liegenschaftskataster, Geodaten",162000907,6200,0907,1/1/2008,12/31/9999
9962009080,BKST Grundstücksneuordnung,162000908,6200,0908,1/1/2008,12/31/9999
9962009090,BKST Grundstückswertermittlung,162000909,6200,0909,1/1/2008,12/31/9999
9963000000,BKST Bauordnungsamt TÜ,163000000,6300,0000,1/1/2008,12/31/9999
9963009040,BKST Finanzierung von Erschließungsm.,163000904,6300,0904,1/1/2008,12/31/9999
9963010010,BKST Maßnahmen der Bauaufsicht,163001001,6300,1001,1/1/2008,12/31/9999
9966000000,BKST Tiefbauamt TÜ,166000000,6600,0000,1/1/2008,12/31/9999
9966001120,BKST Bauhof,166000112,6600,0112,1/1/2008,12/31/9999
9966011030,BKST Entwässerung/Abwasser,166001103,6600,1103,1/1/2008,12/31/9999
9966012010,BKST Gemeindestraßen,166001201,6600,1201,1/1/2008,12/31/9999
9966012020,BKST Kreisstraßen,166001202,6600,1202,1/1/2008,12/31/9999
9966012030,BKST Landesstraßen,166001203,6600,1203,1/1/2008,12/31/9999
9966012040,BKST Bundesstraßen,166001204,6600,1204,1/1/2008,12/31/9999
9966012050,BKST Parkeinrichtungen,166001205,6600,1205,1/1/2008,12/31/9999
9966012060,BKST ÖPNV,166001206,6600,1206,1/1/2008,12/31/9999
9966013080,BKST Gewässer und Wasserbau,166001308,6600,1308,1/1/2008,12/31/9999
9968013000,BKST Servicebetrieb Stadtgrün TÜ,168001300,6800,1300,1/1/2006,12/31/9999
9968013010,BKST Öffentliches Grün,168001301,6800,1301,1/1/2006,12/31/9999
9968013020,BKST Forstwirtschaft,168001302,6800,1302,1/1/2006,12/31/9999
9968013030,BKST Friedhöfe,168001303,6800,1303,1/1/2006,12/31/9999
9970011020,BKST Abfallwirtschaft,170001102,7000,1102,1/1/2008,12/31/9999
9970012080,BKST Straßenreinigung und Winterdienst,170001208,7000,1208,1/1/2008,12/31/9999
9990001040,BKST Koordination Integration,190000104,9000,0104,8/1/2008,12/31/9999
9990001130,BKST Stabsstelle Arbeitssicherheit,190000113,9000,0113,1/1/2013,12/31/9999
9990004140,BKST Beethoven 2020,190000414,9000,0414,1/1/2015,12/31/9999
9990015070,BKST Konferenzzentrum/ Beethovenhalle,190001507,9000,1507,9/1/2010,12/31/9999
9990404120,BKST Wissenschaft,190400412,9040,0412,4/1/2008,12/31/9999
9990404130,BKST Stabst. Wissenschaftsstadt,190400413,9040,0413,1/1/2014,12/31/9999
9990609030,BKST Koordination Stadtentwicklung,190600903,9060,0903,1/1/2008,12/31/9999
103801,n.a.,110000100,1000,0100,,
103804,n.a.,110000100,1000,0100,,
108808,n.a.,110880132,1088,0132,,
110801,n.a.,111000116,1100,0116,,
300802,n.a.,130000000,3000,0000,,
300805,n.a.,130000000,3000,0000,,
301801,n.a.,130000127,3000,0127,,
301802,n.a.,130000127,3000,0127,,
301803,n.a.,130000127,3000,0127,,
301805,n.a.,130000127,3000,0127,,
301806,n.a.,130000127,3000,0127,,
301809,n.a.,130000127,3000,0127,,
302801,n.a.,130000127,3000,0127,,
302802,n.a.,130000127,3000,0127,,
409857,n.a.,140000302,4000,0302,,
409885,n.a.,140000306,4000,0306,,
412804,n.a.,141200410,4120,0410,,
416895,n.a.,141600406,4160,0406,,
416896,n.a.,141600406,4160,0406,,
416899,n.a.,141600406,4160,0406,,
502810,n.a.,150000502,5000,0502,,
502815,n.a.,150000501,5000,0501,,
511890,n.a.,151000602,5100,0602,,
511894,n.a.,151000602,5100,0602,,
520810,n.a.,152000801,5200,0801,,
630811,n.a.,163000000,6300,0000,,
630812,n.a.,163001001,6300,1001,,
660898,n.a.,166000000,6600,0000,,
663815,n.a.,166001103,6600,1103,,
663816,n.a.,166001103,6600,1103,,
900801,n.a.,102000103,0200,0103,,
900802,n.a.,102000103,0200,0103,,
900803,n.a.,102000103,0200,0103,,
900804,n.a.,102000103,0200,0103,,
900805,n.a.,102000103,0200,0103,,
904801,n.a.,102000103,0200,0103,,
931805,n.a.,103001501,0300,1501,,
931900,n.a.,103001501,0300,1501,,
